        55.07.51;P;Materiale vario di consumo;;100,00;1035,68;D;;;;1045,61;9,93;;
57;;ACQUISTI DI SERVIZI;;;32834,30;D;;;;36095,02;3260,72;;
    57.01;;SERVIZI PER LA PRODUZIONE;;;126,00;D;;;;126,00;;;
        57.01.51;;Altri servizi per la produzione;;;126,00;D;;;;126,00;;;
            57.01.51.01;P;Altri servizi per la produzione;;100,00;126,00;D;;;;126,00;;;
    57.09;;COSTI PER UTENZE;;;26237,36;D;;;;29498,08;3260,72;;
        57.09.01;;Spese telefoniche ordinarie;;;1160,54;D;;;;1376,57;216,03;;
            57.09.01.01;;Spese telefoniche ordinarie;;80,00;1160,54;D;;;;1376,57;216,03;;
        57.09.13;;Energia elettrica;;;10148,70;D;;;;11506,44;1357,74;;
            57.09.13.01;;Energia elettrica;;100,00;10148,70;D;;;;11506,44;1357,74;;
        57.09.17;;Acqua potabile;;100,00;480,33;D;;;;1102,94;622,61;;
        57.09.19;;Gas;;100,00;4947,79;D;;;;6012,13;1064,34;;
        57.09.21;;Pulizia locali;;100,00;9500,00;D;;;;9500,00;;;
    57.11;;MANUTENZIONI MACCHINARI E ATTREZZATURE;;;6470,94;D;;;;6470,94;;;
        57.11.01;;Spese manut.impianti e macchin.propri;;100,00;6075,07;D;;;;6075,07;;;
        57.11.03;;Spese manutenzione attrezzature proprie;;100,00;395,87;D;;;;395,87;;;
59;;GESTIONE VEICOLI AZIENDALI;;;4815,00;D;;;;5008,21;;-193,21;A
    59.01;;ESERCIZIO AUTOMEZZI;;;4815,00;D;;;;5008,21;;-193,21;A
        59.01.01;;Carburanti e lubrificanti automezzi;;100,00;1004,12;D;;;;1004,12;;;
        59.01.05;;Premi di assicurazione automezzi;;100,00;1035,77;D;;;;1228,98;;-193,21;A
        59.01.07;;Altre spese automezzi;;100,00;1656,21;D;;;;1656,21;;;
        59.01.09;;Multe automezzi;;;60,90;D;;;;60,90;;;
        59.01.13;;Spese manutenzione automezzi propri;;;1058,00;D;;;;1058,00;;;
            59.01.13.03;;Spese manutenzione automezzi propri;;100,00;1058,00;D;;;;1058,00;;;
61;;PRESTAZIONI DI LAVORO NON DIPENDENTE;;;4296,46;D;;;;4296,46;;;
    61.01;;PRESTAZIONI DI LAVORO AUTONOMO;;;4129,52;D;;;;4129,52;;;
        61.01.01;;Consulenze amministrative e fiscali;;;3207,41;D;;;;3207,41;;;
            61.01.01.01;;Consulenze ammin.e fiscali (non ordin.);;100,00;3207,41;D;;;;3207,41;;;
        61.01.11;;Consulenze/prestazioni diverse;;;652,00;D;;;;652,00;;;
            61.01.11.05;;Consulenze non afferenti diverse;;100,00;652,00;D;;;;652,00;;;
        61.01.17;;Altri costi per prestazioni di terzi;;;256,08;D;;;;256,08;;;
            61.01.17.01;;Altri costi per prest.di terzi affer.;;100,00;256,08;D;;;;256,08;;;
        61.01.19;;Contributi cassa previdenza lav.autonomo;;;14,03;D;;;;14,03;;;
            61.01.19.05;;Contr.cassa prev.cons.ammin.fisc.(ordin);;100,00;14,03;D;;;;14,03;;;
    61.05;;COMPENSI ORGANI SOCIALI;;;166,94;D;;;;166,94;;;
        61.05.15;;Premi INAIL soci/titolari;;100,00;166,94;D;;;;166,94;;;
63;;SPESE AMMIN.,COMM. E DI RAPPRESENTANZA;;;6924,97;D;;;;7043,51;118,54;;
    63.01;;SPESE COMMERCIALI E DI VIAGGIO;;;524,46;D;;;;524,46;;;
        63.01.21;;Spese rappres.deduc.(con limite ricavi);;100,00;437,00;D;;;;437,00;;;
        63.01.51;;Spese commerciali varie;;100,00;87,46;D;;;;87,46;;;
    63.05;;SPESE AMMINISTRATIVE E GENERALI;;;6400,51;D;;;;6519,05;118,54;;
        63.05.07;;Servizi contabili di terzi;;100,00;4404,09;D;;;;4404,09;;;
        63.05.11;P;Altre spese amministrative;;100,00;371,45;D;;;;489,99;118,54;;
        63.05.17;;Servizi di vigilanza;;100,00;181,98;D;;;;181,98;;;
        63.05.23;;Valori bollati;;100,00;16,66;D;;;;16,66;;;
        63.05.25;;Assistenza software;;100,00;1060,99;D;;;;1060,99;;;
        63.05.51;;Spese generali varie;;100,00;365,34;D;;;;365,34;;;
65;;COSTI PER GODIMENTO BENI DI TERZI;;;37172,96;D;;;;37172,96;;;
    65.01;;GESTIONE IMMOBILI;;;32763,53;D;;;;32763,53;;;
        65.01.05;;Canoni locazione immobili;;;32763,53;D;;;;32763,53;;;
            65.01.05.01;;Canoni locazione immobili deducibili;;100,00;32763,53;D;;;;32763,53;;;
    65.03;;LOCAZ. E CANONI AUTOV. E ALTRI VEICOLI;;;2907,43;D;;;;2907,43;;;
        65.03.05;;Canoni/spese access.nolegg.veicoli;;;2907,43;D;;;;2907,43;;;
            65.03.05.01;;Can./spese access.noleg.veicoli deduc.;;100,00;2907,43;D;;;;2907,43;;;
    65.05;;LOCAZIONI E CANONI IMPIANTI E ATTREZZ.;;;141,00;D;;;;141,00;;;
        65.05.15;;Canoni noleggio attrezzature;;100,00;141,00;D;;;;141,00;;;
    65.07;;CANONI E LICENZE SOFTWARE;;;1361,00;D;;;;1361,00;;;
        65.07.01;;Canoni per utilizzo licenze software;;100,00;1292,00;D;;;;1292,00;;;
        65.07.03;;Licenze d'uso software non capitalizzati;;100,00;69,00;D;;;;69,00;;;
67;;COSTI PERSONALE DIPENDENTE;;;194811,88;D;;;;206492,71;11680,83;;
    67.01;;COSTI PERSONALE DIPENDENTE;;;194725,88;D;;;;206406,71;11680,83;;
        67.01.01;;Retribuzioni lorde;;;152079,81;D;;;;161269,13;9189,32;;
            67.01.01.01;;Retribuzioni lorde dipendenti ordinari;;100,00;152079,81;D;;;;161269,13;9189,32;;
        67.01.03;;Contributi INPS;;;39965,77;D;;;;42457,28;2491,51;;
            67.01.03.01;;Contributi INPS dipendenti ordinari;;100,00;39965,77;D;;;;42457,28;2491,51;;
        67.01.07;;Quote TFR dipendenti;;;343,25;D;;;;343,25;;;
            67.01.07.01;;Quote TFR dipend.ordinari (in azienda);;100,00;343,25;D;;;;343,25;;;
        67.01.11;;Premi INAIL;;100,00;2337,05;D;;;;2337,05;;;
    67.03;;COSTI DIVERSI PERSONALE DIPENDENTE;;;86,00;D;;;;86,00;;;
        67.03.25;;Visite mediche periodiche ai dipendenti;;100,00;86,00;D;;;;86,00;;;
71;;ONERI DIVERSI DI GESTIONE;;;1157,82;D;;;;1157,82;;;
    71.01;;ONERI TRIBUTARI;;;4,10;D;;;;4,10;;;
        71.01.05;;Diritti camerali;;100,00;4,10;D;;;;4,10;;;
    71.03;;ALTRI COSTI DI ESERCIZIO;;;1153,72;D;;;;1153,72;;;
        71.03.01;;Spese, perdite e sopravvenienze passive;;;654,39;D;;;;654,39;;;
            71.03.01.01;;Spese, perdite e sopravv.passive deduc.;;100,00;1,80;D;;;;1,80;;;
            71.03.01.05;;Spese, perdite e sopravv.passive inded.;;;652,59;D;;;;652,59;;;
        71.03.07;;Contributi associativi;;;181,10;D;;;;181,10;;;
            71.03.07.01;;Contributi associativi versati;;100,00;181,10;D;;;;181,10;;;
        71.03.09;;Cancelleria varia;;100,00;305,07;D;;;;305,07;;;
        71.03.11;;Abbonamenti, libri e pubblicazioni;;100,00;8,87;D;;;;8,87;;;
        71.03.17;;Arrotondamenti passivi diversi;;100,00;4,29;D;;;;4,29;;;
75;;ONERI FINANZIARI;;;1038,11;D;;;;1191,60;9,36;-144,13;A
    75.01;;ONERI FINANZIARI VERSO BANCHE;;;559,51;D;;;;708,95;5,31;-144,13;A
        75.01.01;;Interessi passivi bancari;;100,00;2,12;D;;;;2,12;;;
        75.01.07;;Commissioni e spese bancarie;;100,00;557,39;D;;;;706,83;5,31;-144,13;A
    75.03;;ONERI FINANZIARI DIVERSI;;;478,60;D;;;;482,65;4,05;;
        75.03.05;;Interessi passivi su mutui;;100,00;475,03;D;;;;475,03;;;
        75.03.19;;Interessi passivi acquisto automezzi;;100,00;3,57;D;;;;7,62;4,05;;
80;;AMMORTAMENTI;;;25876,27;D;;;;;;25876,27;D
    80.01;;AMMORTAMENTI IMMOBILIZZAZ.IMMATERIALI;;;4739,20;D;;;;;;4739,20;D
        80.01.27;;Amm.to spese di manut.su beni di terzi;Simulazione calcolo ammortamento;100,00;4739,20;D;;;;;;4739,20;D
    80.03;;AMMORTAMENTI IMMOBILIZZAZIONI MATERIALI;;;21137,07;D;;;;;;21137,07;D
        80.03.19;;Amm.to ordinario impianti elettrici;Simulazione calcolo ammortamento;100,00;876,00;D;;;;;;876,00;D
        80.03.23;;Amm.to ordinario impianti specifici;Simulazione calcolo ammortamento;100,00;3714,20;D;;;;;;3714,20;D
        80.03.29;;Amm.to ordin.altri impianti e macchinari;Simulazione calcolo ammortamento;100,00;246,57;D;;;;;;246,57;D
        80.03.31;;Amm.ord.attrez.spec.industr.comm.agric.;Simulazione calcolo ammortamento;100,00;4263,50;D;;;;;;4263,50;D
        80.03.33;;Amm.to ordinario attrezz.varia e minuta;Simulazione calcolo ammortamento;100,00;154,65;D;;;;;;154,65;D
        80.03.35;;Amm.to ordinario mobili e arredi;Simulazione calcolo ammortamento;100,00;11543,90;D;;;;;;11543,90;D
        80.03.39;;Amm.ord.macchine d'ufficio elettroniche;Simulazione calcolo ammortamento;100,00;338,25;D;;;;;;338,25;D
